model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
230,,,,,Ihekwaba2004_NFkB_Sensitivity,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],26,64,1,64,0,0,26,"[20, 5, 5, 19, 8, 5, 5, 8, 5, 5, 8, 6, 6, 6, 8, 3, 12, 8, 4, 3, 4, 3, 2, 4, 3, 2]",0,65,1.53099656105042
231,,,,Neg values,Valero2006_Adenine_TernaryCycle,['Bos taurus'],['Bos'],['Bovidae'],['Artiodactyla'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,9,1,4,0,0,6,"[3, 2, 3, 2, 1, 1]",0,10,
232,,,NaN values,,Nazaret2009_TCA_RC_ATP,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],14,22,2,12,1,8,15,"[3, 5, 2, 5, 5, 2, 3, 4, 4, 0, 15, 2, 14, 1, 0]",8,26,
233,,,,Neg values,Wilhelm2009_BistableReaction,[],[],[],[],[],[],[],[],4,0,1,4,0,0,4,"[1, 2, 5, 2]",0,5,
234,,,,,"Tham2008 - PDmodel, Tumour shrinkage by gemcitabine and carboplatin ",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],1,18,1,0,2,6,2,"[0, 0]",6,12,0.544012546539307
235,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
236,,,,,Westermark2003_Pancreatic_GlycOsc_extended,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,26,1,4,0,8,4,"[1, 2, 2, 3]",8,22,0.802613019943237
237,,,,Neg values,Schaber2006_Pheromone_Starvation_Crosstalk,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],26,46,1,31,0,2,26,"[3, 4, 3, 2, 3, 3, 2, 3, 2, 5, 2, 4, 10, 2, 3, 3, 2, 2, 4, 2, 2, 2, 2, 5, 2, 2]",2,45,
238,,,,,Overgaard2007_PDmodel_IL21,['Macaca fascicularis'],['Macaca'],['Cercopithecidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,56,1,0,3,24,3,"[0, 0, 0]",24,30,0.991002082824707
239,,,,Neg values,"Jiang2007 - GSIS system, Pancreatic Beta Cells",['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],59,1,4,45,0,0,59,"[2, 2, 4, 6, 2, 7, 2, 4, 2, 4, 2, 4, 1, 5, 4, 5, 3, 2, 5, 4, 3, 3, 5, 2, 1, 3, 2, 1, 4, 2, 4, 6, 1, 3, 2, 2, 2, 3, 3, 3, 1, 3, 1, 3, 3, 1, 3, 5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]",0,310,
240,,,,,Veening2008_DegU_Regulation,"['Bacillus subtilis', 'Octodon degus']","['Bacillus', 'Octodon']","['Bacillaceae', 'Octodontidae']","['Bacillales', 'Rodentia']","['Bacilli', 'Mammalia']","['Firmicutes', 'Chordata']",['Metazoa'],"['Bacteria', 'Eukaryota']",6,23,1,14,0,3,6,"[2, 7, 3, 4, 2, 2]",3,21,0.828483819961548
241,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
242,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
243,,,,Neg values,Neumann2010_CD95Stimulation_NFkB_Apoptosis,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],23,17,1,23,0,0,23,"[1, 1, 4, 5, 4, 4, 4, 4, 4, 5, 3, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2]",0,18,
244,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
245,,New case: unkown Reaction variable: r1,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
246,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
247,,,,NaN values,Ralser2007_Carbohydrate_Rerouting_ROS,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],31,4,2,25,0,1,30,"[2, 5, 3, 4, 2, 3, 6, 6, 1, 6, 2, 2, 2, 2, 2, 4, 1, 1, 1, 1, 3, 2, 3, 2, 3, 2, 3, 2, 2, 1]",1,137,
248,,New case: unkown Reaction variable: ATPase,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
249,,,,,Restif2006 - Whooping cough,"['Homo sapiens', 'Bordetella pertussis']","['Homo', 'Bordetella']","['Hominidae', 'Alcaligenaceae']","['Primates', 'Burkholderiales']","['Mammalia', 'Betaproteobacteria']","['Chordata', 'Proteobacteria']",['Metazoa'],"['Eukaryota', 'Bacteria']",9,21,1,20,0,14,8,"[7, 3, 3, 4, 4, 3, 3, 4]",14,9,0.801936626434326
250,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
251,,,,,Nakakuki2010_CellFateDecision_Core,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],10,8,1,9,0,1,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,21,0.763128042221069
252,,,,NaN values,Hunziker2010_p53_StressSpecificResponse,[],[],[],[],[],[],[],['Eukaryota'],4,9,1,0,4,0,4,"[0, 0, 0, 0]",0,10,
253,,,NaN values,,Teusink1998_Glycolysis_TurboDesign,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],6,15,1,4,0,8,5,"[1, 7, 2, 2, 5]",8,21,
254,,,,,Bier2000_GlycolyticOscillation,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],4,7,1,0,4,2,4,"[0, 0, 0, 0]",2,6,0.571380138397217
255,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
256,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
257,,,,,Piedrafita2010_MR_System,[],[],[],[],[],[],[],[],11,19,1,11,0,2,11,"[1, 5, 3, 1, 2, 3, 4, 2, 2, 2, 2]",2,18,0.773271799087524
258,,,,,Ortega2006 - bistability from double phosphorylation in signal transduction,[],[],[],[],[],[],[],[],3,9,1,4,0,0,3,"[2, 4, 2]",0,10,0.580401182174683
259,,,,,Tiago2010_FeMetabolism_FeDeficient,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],17,0,2,29,0,0,17,"[23, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2]",0,31,1.00384402275085
260,,,,,Tiago2010_FeMetabolism_FeAdequate,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],17,0,2,29,0,0,17,"[23, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2]",0,31,0.812308549880981
261,,,,,Tiago2010_FeMetabolism_FeLoaded,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],17,0,2,29,0,0,17,"[23, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2]",0,31,0.822462797164917
262,,,,,Fujita2010_Akt_Signalling_EGF,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],11,12,1,11,0,4,11,"[1, 3, 2, 4, 2, 2, 4, 2, 2, 2, 1]",4,22,0.795684576034546
263,,,,,Fujita2010_Akt_Signalling_NGF,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],11,12,1,11,0,4,11,"[1, 3, 2, 4, 2, 2, 4, 2, 2, 2, 1]",4,22,0.778032064437866
264,,,,,Fujita2010_Akt_Signalling_EGFRinhib,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],14,16,1,15,0,4,14,"[2, 4, 3, 4, 2, 2, 4, 2, 2, 2, 1, 2, 3, 2]",4,24,0.91767144203186
265,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
266,,,,NaN values,Voit2003_Trehalose_Cycle,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],8,29,2,0,7,28,7,"[0, 0, 0, 0, 0, 0, 0]",28,4,
267,,,,,Lebeda2008 - BoNT paralysis (3 step model),"['Homo sapiens', 'Rattus norvegicus', 'Mus musculus']","['Homo', 'Rattus', 'Mus']","['Hominidae', 'Muridae', 'Muridae']","['Primates', 'Rodentia', 'Rodentia']","['Mammalia', 'Mammalia', 'Mammalia']","['Chordata', 'Chordata', 'Chordata']","['Metazoa', 'Metazoa', 'Metazoa']","['Eukaryota', 'Eukaryota', 'Eukaryota']",4,1,3,3,0,1,4,"[2, 2, 1, 1]",1,6,0.455183506011963
268,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
269,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
270,,,,Neg values,Schilling2009 - ERK distributive,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],33,39,1,42,0,9,32,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 4, 2, 4, 2, 2, 3, 6, 3, 6, 3, 3, 3]",9,32,
271,,,,,Becker2010_EpoR_CoreModel,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,10,3,8,0,2,6,"[5, 3, 3, 4, 1, 1]",2,11,0.551491975784302
272,,,,,Becker2010_EpoR_AuxiliaryModel,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,9,3,8,0,2,6,"[4, 3, 3, 4, 1, 1]",2,10,0.554232597351074
273,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
274,,,,,Rattanakul2003_BoneFormationModel,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],3,13,1,0,3,0,3,"[0, 0, 0]",0,14,0.529601335525513
275,,,,,Goldbeter2007_Somitogenesis_Switch,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],5,24,1,9,0,5,4,"[3, 2, 2, 2]",5,21,0.646167993545532
276,,,,,Shrestha2010_HypoCalcemia_PTHresponse,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,21,2,0,2,7,2,"[0, 0]",7,17,0.568951845169067
277,,,,,Shrestha2010_HyperCalcemia_PTHresponse,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,21,2,0,2,7,2,"[0, 0]",7,17,0.567277193069458
278,,,,,Lemaire2004 - Role of RANK/RANKL/OPG pathway in bone remodelling process,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],3,30,1,0,3,7,3,"[0, 0, 0]",7,24,0.555775165557861
279,,,,,Komarova2005_PTHaction_OsteoclastOsteoblastCoupling,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],3,15,1,0,3,5,3,"[0, 0, 0]",5,11,0.618021726608276
280,,,Neg values,,Morris1981_MuscleFibre_Voltage_reduced,['Balanus nubilus'],['Balanus'],['Balanidae'],['Balanomorpha'],['Thecostraca'],['Arthropoda'],['Metazoa'],['Eukaryota'],0,18,1,0,2,3,2,"[0, 0]",3,14,
281,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
282,,,,Neg values,Chance1952_Catalase_Mechanism,['Equus caballus'],['Equus'],['Equidae'],['Perissodactyla'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,4,1,3,0,0,6,"[3, 2, 3, 1, 1, 1]",0,5,
283,,,,,Chance1943_Peroxidase_ES_Kinetics,['Armoracia rusticana'],['Armoracia'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],4,2,1,2,0,0,4,"[1, 2, 2, 1]",0,3,0.438305139541626
284,,,,,Hofmeyer1986_SeqFb_Proc_AA_Synthesis,[],[],[],[],[],[],[],['Bacteria'],9,0,1,8,0,0,9,"[1, 2, 3, 2, 2, 1, 2, 2, 1]",0,1,0.696661233901978
285,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
286,,,,Neg values,Proctor2010 - a link between GSK3 and p53 in Alzheimer's Disease,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],59,58,1,93,0,3,57,"[2, 3, 4, 5, 8, 7, 4, 2, 2, 4, 4, 2, 25, 2, 2, 1, 13, 13, 4, 4, 4, 3, 0, 10, 2, 4, 4, 4, 5, 0, 4, 2, 1, 11, 2, 11, 7, 0, 13, 3, 1, 6, 6, 1, 3, 4, 2, 2, 4, 4, 4, 4, 3, 2, 2, 0, 2]",3,58,
287,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
288,,,,,Wang2009 - PI3K Ras Crosstalk,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],19,45,1,13,0,6,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6,46,1.40665626525879
289,,,,Neg values,Alexander2010_Tcell_Regulation_Sys1,[],[],[],[],[],[],['Metazoa'],['Eukaryota'],5,15,1,12,0,3,5,"[3, 1, 4, 3, 2]",3,13,
290,,,,Neg values,Alexander2010_Tcell_Regulation_Sys2,[],[],[],[],[],[],['Metazoa'],['Eukaryota'],5,16,1,12,0,3,5,"[3, 1, 4, 3, 2]",3,14,
291,,,,,Nikolaev2005_AlbuminBilirubinAdsorption,[],[],[],[],[],[],[],['Eukaryota'],10,13,1,0,4,3,4,"[0, 0, 0, 0]",3,17,0.708515167236328
292,,,,,Rovers1995_Photsynthetic_Oscillations,[],[],[],[],[],[],['Viridiplantae'],['Eukaryota'],6,6,1,4,0,2,6,"[2, 2, 4, 4, 2, 2]",2,7,0.528939723968506
293,,,,Python int 11390625000000000000 too large to convert to int32,Proctor2010 - UCHL1 Protein Aggregation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],136,92,1,316,0,9,136,"[6, 146, 64, 19, 3, 3, 27, 7, 5, 2, 16, 2, 1, 25, 25, 4, 4, 4, 5, 5, 5, 5, 4, 18, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 15, 5, 5, 5, 5, 4, 62, 24, 17, 216, 8, 25, 15, 2, 0, 19, 2, 4, 3, 2, 3, 19, 7, 5, 4, 4, 4, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 18, 2, 2, 18, 7, 5, 4, 4, 4, 5, 5, 5, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 5, 5, 5, 5, 4, 8, 5, 5, 5, 5, 4, 25, 17, 5, 5, 5, 5, 4, 9, 5, 5, 5, 5, 4, 25, 8, 1]",9,84,
294,,,,,Restif2007 - Vaccination invasion,"['Bordetella pertussis', 'Homo sapiens']","['Bordetella', 'Homo']","['Alcaligenaceae', 'Hominidae']","['Burkholderiales', 'Primates']","['Betaproteobacteria', 'Mammalia']","['Proteobacteria', 'Chordata']",['Metazoa'],"['Bacteria', 'Eukaryota']",11,22,1,26,0,12,10,"[8, 4, 3, 3, 3, 4, 4, 3, 3, 5]",12,12,0.967375040054321
295,,,,,Akman2008_Circadian_Clock_Model1,['Neurospora crassa'],['Neurospora'],['Sordariaceae'],['Sordariales'],['Sordariomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],5,17,2,8,0,1,5,"[2, 3, 1, 3, 1]",1,18,0.624468803405762
296,,,,Neg values,Balagaddé2008_E_coli_Predator_Prey,['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],7,12,1,8,0,2,6,"[4, 2, 4, 2, 2, 2]",2,12,
297,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
298,,,,,Leloup1999_CircadianRhythms_Drosophila,['Drosophila melanogaster'],['Drosophila'],['Drosophilidae'],['Diptera'],['Insecta'],['Arthropoda'],['Metazoa'],['Eukaryota'],10,39,1,0,10,1,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,39,1.15492653846741
299,,,,,Leloup1999_CircadianRhythms_Neurospora,['Neurospora crassa'],['Neurospora'],['Sordariaceae'],['Sordariales'],['Sordariomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],3,11,2,0,3,1,3,"[0, 0, 0]",1,12,0.514321327209473
300,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
301,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
302,,,Neg values,,Wang1996_Synaptic_Inhibition_Two_Neuron,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],0,45,2,0,7,24,7,"[0, 0, 0, 0, 0, 0, 0]",24,16,
303,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
304,,,Neg values,,Plant1981_BurstingNerveCells,[],['Aplysia'],['Aplysiidae'],['Aplysiida'],['Gastropoda'],['Mollusca'],['Metazoa'],['Eukaryota'],5,34,1,0,5,18,5,"[0, 0, 0, 0, 0]",18,17,
305,,New case: unkown Reaction variable: Fw_1st_step,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
306,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
307,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
308,,,NaN values,,Tyson2003_NegFB_Oscillator,[],[],[],[],[],[],[],[],6,14,1,6,0,2,5,"[2, 2, 2, 2, 2]",2,16,
309,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
310,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
311,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
312,,,,,Tyson2003_Perfect_Adaption,[],[],[],[],[],[],[],[],3,5,1,4,0,1,2,"[2, 2]",1,6,0.445337295532227
313,,,,,Raia2010 - IL13 Signalling MedB1,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],16,18,1,16,0,1,14,"[3, 2, 2, 2, 3, 3, 2, 2, 2, 1, 1, 1, 2, 1]",1,20,0.797392129898071
314,,,,,Raia2011 - IL13 L1236,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],12,12,1,12,0,1,10,"[3, 2, 2, 2, 3, 3, 2, 2, 2, 1]",1,14,0.715180635452271
315,,,,,Montagne2011_Oligator_optimised,[],[],[],[],[],[],[],[],20,47,1,27,0,5,20,"[3, 10, 4, 4, 3, 3, 2, 3, 4, 6, 2, 3, 2, 3, 4, 7, 2, 3, 3, 3]",5,43,1.32202553749084
316,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
317,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
318,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
319,,,,,Decroly1982_Enzymatic_Oscillator,[],[],[],[],[],[],[],[],3,0,1,4,0,0,3,"[2, 51, 1]",0,8,0.531697750091553
320,,,,,Grange2001 - PK interaction of L-dopa and benserazide,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],9,31,7,14,0,9,9,"[2, 4, 1, 4, 2, 4, 2, 1, 1]",9,29,0.744343280792236
321,,,,,Grange2001 - L Dopa PK model,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,18,3,6,0,8,3,"[2, 4, 2]",8,13,0.76789665222168
322,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
323,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
324,,,Neg values,,Morris1981_MuscleFibre_Voltage_full,['Balanus nubilus'],['Balanus'],['Balanidae'],['Balanomorpha'],['Thecostraca'],['Arthropoda'],['Metazoa'],['Eukaryota'],0,21,1,0,3,4,3,"[0, 0, 0]",4,15,
325,,unsupported operand type(s) for *: 'float' and 'NoneType',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
326,,,,NaN values,DellOrco2009_phototransduction,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],71,96,1,91,0,33,71,"[2, 5, 14, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 2, 6, 1, 2, 2, 2, 2, 2, 2, 12, 2, 2, 2, 2, 2, 2, 16, 9, 2, 2, 2, 9, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 6, 2, 3, 4, 2, 6, 2, 1, 3, 1, 2]",33,64,
327,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
328,,,,,Bucher2011_Atorvastatin_Metabolism,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],18,30,3,29,0,0,18,"[3, 7, 3, 7, 5, 5, 5, 5, 3, 3, 3, 1, 1, 1, 1, 1, 1, 3]",0,33,1.22290873527527
329,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
330,,,,,Larsen2004_CalciumSpiking,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],5,21,3,0,5,0,5,"[0, 0, 0, 0, 0]",0,24,1.04206275939941
331,,,,,Larsen2004_CalciumSpiking_EnzymeBinding,['Rattus norvegicus'],['Rattus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,27,3,0,7,0,7,"[0, 0, 0, 0, 0, 0, 0]",0,30,0.876179695129395
332,,,,Neg values,Bungay2006_Plasma,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],78,113,1,69,0,0,77,"[1, 1800, 2, 2, 6, 1, 4, 1, 6, 1, 3, 1, 3, 1, 4, 1, 6, 1, 3, 2, 4, 1, 3, 4, 12, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 2, 7, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 10, 2, 2, 2, 3, 2, 1, 2, 4, 5, 2, 2, 1, 2, 1, 5, 1, 1, 1, 2, 2, 1, 3, 2, 1, 2, 1, 2, 1, 1]",0,115,
333,,,,Neg values,Bungay2006_FollicularFluid,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],54,75,1,45,0,0,54,"[1, 1300, 2, 2, 4, 1, 4, 1, 6, 1, 3, 1, 3, 1, 2, 4, 9, 1, 3, 1, 2, 1, 2, 1, 2, 2, 5, 2, 2, 2, 2, 4, 2, 6, 2, 2, 3, 2, 3, 2, 1, 2, 1, 3, 1, 1, 2, 1, 3, 2, 1, 2, 1, 1]",0,76,
334,,,,,Bungay2003_Thrombin_Generation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],74,110,1,66,0,0,73,"[1, 1700, 2, 2, 6, 1, 4, 1, 6, 1, 3, 1, 3, 1, 4, 1, 6, 1, 3, 2, 4, 1, 3, 3, 12, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 2, 7, 2, 2, 2, 2, 2, 3, 4, 2, 2, 2, 9, 2, 2, 2, 3, 2, 1, 2, 3, 5, 2, 2, 1, 2, 1, 4, 1, 1, 1, 2, 2, 1, 3, 2, 1, 2]",0,112,2.73213934898376
335,,,,NaN values,Hockin2002_BloodCoagulation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],34,43,1,31,0,1,34,"[2, 4, 1, 4, 7, 5, 3, 3, 2, 3, 1, 2, 2, 1, 3, 5, 4, 3, 3, 3, 1, 2, 3, 2, 3, 2, 2, 2, 5, 1, 1, 1, 1, 1]",1,43,
336,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
337,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
338,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
339,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
340,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
341,,,,,Topp2000_BetaCellMass_Diabetes,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,9,1,0,3,0,3,"[0, 0, 0]",0,10,0.501976490020752
342,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
343,,,,NaN values,Brannmark2010_InsulinSignalling_Mifamodel,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],26,19,1,0,9,16,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",16,21,
344,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
345,,,,Neg values,Koschorreck2008_InsulinClearance,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],13,58,1,0,11,41,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",41,20,
346,,,Neg values,,FitzHugh1961_NerveMembrane,[],[],[],[],[],[],[],[],2,4,1,0,2,0,2,"[0, 0]",0,5,
